# Every named label/address in the real Contra (US) ROM (RAM addresses and
# CPU code addresses alike), extracted from `vermiceli/nes-contra-us`'s own
# build output - this is real, personally-verified data, not guessed:
#
#   1. Install a C toolchain (this project used MSYS2's mingw64 gcc + make
#      on Windows; any gcc/make + git works).
#   2. git clone https://github.com/cc65/cc65.git && cd cc65 && make -j4
#      (produces bin/ca65, bin/ld65, etc.)
#   3. git clone https://github.com/vermiceli/nes-contra-us.git
#   4. Copy your own legally-dumped Contra (USA) ROM into that clone as
#      baserom.nes (MD5 7bdad8b4a7a56a634c9649d20bd3011b - the same ROM
#      contra-nes expects).
#   5. With cc65's bin/ on PATH: bash build.sh Contra
#      This reassembles the disassembly and prints "File integrity
#      matches." if (as it did when this file was generated) the result is
#      byte-for-byte identical to baserom.nes - the concrete confirmation
#      behind docs/NATIVE_PORT.md's trust in this source.
#   6. ld65 (invoked by build.sh) also writes contra.dbg, a full debug
#      symbol table. This file is:
#      grep '^sym.*type=lab' contra.dbg \
#        | sed -E 's/.*name="([^"]+)".*val=(0x[0-9A-Fa-f]+).*/\2 \1/' \
#        | sort
#
# Use this instead of the raw-byte-search technique (search the ROM for a
# routine's known opening instructions, convert the file offset to a CPU
# address by hand - still valid, just slower and only needed for anything
# NOT in this list, if that ever comes up) documented in
# docs/NATIVE_PORT.md and docs/FIDELITY.md: an exact address for almost any
# named routine or RAM variable, instantly, with no guessing. Cross-checked
# against two addresses already found the hard way before this file
# existed - `get_bg_collision` (0xE0BB) and `initialize_enemy` (0xEE47) -
# both match exactly.
#
# Regenerate this file (steps above) any time; it's a derived reference,
# not hand-maintained.
0x8B42 sound_0d_part_00
0x8B49 bomb_turret_routine_ptr_tbl
0x8B55 boss_bomb_turret_routine_00
0x8B59 sound_0e
0x8B5C boss_bomb_turret_routine_01
0x8B64 level_6_supertiles_screen_0b
0x8B6A level_6_supertiles_screen_0c
0x8B72 @continue
0x8B81 level_7_supertiles_screen_ptr_table
0x8B90 sound_0f
0x8B92 boss_bomb_turret_bomb_velocity_tbl
0x8B96 draw_boss_bomb_turret
0x8B99 draw_boss_bomb_turret_y
0x8BA1 level_7_supertiles_screen_00
0x8BA5 @continue
0x8BB7 @exit
0x8BB8 level_1_boss_exit
0x8BB9 boss_bomb_turret_supertile_tbl
0x8BBF boss_bomb_turret_routine_02
0x8BC6 boss_bomb_turret_advance_routine
0x8BC9 boss_wall_plated_door_routine_ptr_tbl
0x8BD2 level_7_supertiles_screen_01
0x8BD7 boss_wall_plated_door_routine_00
0x8BDF boss_wall_plated_door_routine_05
0x8BE9 boss_wall_plated_door_routine_06
0x8BF3 sound_10
0x8BF8 level_7_supertiles_screen_02
0x8C01 sound_10_part_00
0x8C07 sound_11
0x8C10 @create_tunnel_explosion
0x8C13 sound_11_part_00
0x8C19 sound_12
0x8C27 level_7_supertiles_screen_03
0x8C27 sound_13
0x8C2C @set_delay_remove_enemy
0x8C31 wall_plated_door_explosion_offset_tbl
0x8C42 wall_plated_door_supertile_tbl
0x8C4A wall_plated_door_collision_code_tbl
0x8C52 exploding_bridge_routine_ptr_tbl
0x8C58 level_7_supertiles_screen_04
0x8C5C exploding_bridge_routine_00
0x8C68 exploding_bridge_advance_routine
0x8C70 advance_enemy_routine_far
0x8C73 exploding_bridge_routine_01
0x8C81 sound_09
0x8C8A level_7_supertiles_screen_05
0x8CA5 @draw_exploding_bridge_supertile
0x8CA7 level_7_supertiles_screen_06
0x8CB4 exploding_bridge_exit
0x8CB5 clear_supertile_bg_collision_draw_clouds
0x8CB8 bridge_explosion_clouds
0x8CBA sound_14
0x8CC6 sound_14_part_00
0x8CD4 sound_16
0x8CD7 level_7_supertiles_screen_07
0x8CDC graphic_data_0d
0x8CE0 exploding_bridge_destroyed_supertile_tbl
0x8CE7 exploding_bridge_cloud_y_offset
0x8CEB exploding_bridge_cloud_x_offset
0x8CF0 exploding_bridge_routine_04
0x8CF7 sound_17
0x8D03 level_7_supertiles_screen_08
0x8D16 @remove_enemy
0x8D19 indoor_soldier_gen_routine_ptr_tbl
0x8D1C sound_18
0x8D1F indoor_soldier_gen_routine_00
0x8D27 indoor_soldier_gen_exit
0x8D28 indoor_soldier_gen_routine_01
0x8D2A level_7_supertiles_screen_09
0x8D2B sound_18_part_00
0x8D33 sound_19
0x8D49 sound_15
0x8D58 level_7_supertiles_screen_0a
0x8D76 sound_1b
0x8D7A @create_enemy
0x8D82 level_7_supertiles_screen_0b
0x8D84 sound_1b_part_00
0x8D90 @create_running_guy
0x8D94 @create_jumping_guy
0x8D96 @create_enemy_a
0x8DAD @create_group_of_4
0x8DAE sound_1b_part_01
0x8DB1 @green_guy_creation_loop
0x8DB6 level_7_supertiles_screen_0c
0x8DB6 sound_1b_part_02
0x8DCC indoor_soldier_gen_routine_exit
0x8DCF indoor_enemy_gen_tbl
0x8DD3 lvl_2_enemy_gen_tbl
0x8DDD lvl_2_enemy_gen_screen_00
0x8DDD sound_1a
0x8DE3 lvl_2_enemy_gen_screen_01
0x8DEA level_7_supertiles_screen_0d
0x8DEF lvl_2_enemy_gen_screen_02
0x8DF3 lvl_2_enemy_gen_screen_03
0x8DF9 lvl_2_enemy_gen_screen_04
0x8E ENEMY_ATTACK_FLAG
0x8E09 lvl_4_enemy_gen_tbl
0x8E10 level_7_supertiles_screen_0e
0x8E19 lvl_4_enemy_gen_screen_00
0x8E25 lvl_4_enemy_gen_screen_01
0x8E2F sound_1e
0x8E33 lvl_4_enemy_gen_screen_02
0x8E3B lvl_4_enemy_gen_screen_03
0x8E43 lvl_4_enemy_gen_screen_04
0x8E47 level_8_supertiles_screen_ptr_table
0x8E47 sound_1f
0x8E49 lvl_4_enemy_gen_screen_05
0x8E51 lvl_4_enemy_gen_screen_06
0x8E5D lvl_4_enemy_gen_screen_07
0x8E5E sound_20
0x8E5F level_8_supertiles_screen_00
0x8E67 boss_eye_routine_ptr_tbl
0x8E75 boss_eye_routine_00
0x8E77 set_anim_delay_adv_enemy_routine_00
0x8E78 level_2_palette_data
0x8E78 level_4_palette_data
0x8E7D boss_eye_routine_01
0x8E8E level_8_supertiles_screen_01
0x8E91 level_2_nametable_update_palette_data
0x8E91 level_4_nametable_update_palette_data
0x8EA3 boss_eye_exit
0x8EA4 boss_eye_routine_02
0x8EA5 sound_1c
0x8EAF sound_1c_part_00
0x8EB4 level_8_supertiles_screen_02
0x8EB7 @continue
0x8EC6 sound_1d
0x8ECE sound_1d_part_00
0x8EDF @check_pos_create_projectile
0x8EE3 @reverse_dir_fire_projectile
0x8EE3 sound_21
0x8EE6 @create_projectile_if_should
0x8EE7 level_8_supertiles_screen_03
0x8EF0 sound_21_part_00
0x8EF8 level_3_supertile_data
0x8EFC boss_eye_attack_delay_tbl
0x8EFD sound_21_part_01
0x8F00 boss_eye_sprite_code_tbl
0x8F08 boss_eye_routine_03
0x8F0A sound_21_part_02
0x8F0B level_8_supertiles_screen_04
0x8F17 sound_21_part_03
0x8F19 @continue
0x8F24 sound_21_part_04
0x8F2D boss_eye_routine_06
0x8F31 level_8_supertiles_screen_05
0x8F31 sound_21_part_05
0x8F35 eye_projectile_routine_ptr_tbl
0x8F3E sound_21_part_06
0x8F3F eye_projectile_routine_00
0x8F4B sound_21_part_07
0x8F55 boss_eye_adv_routine
0x8F58 eye_projectile_routine_01
0x8F58 sound_21_part_08
0x8F59 level_8_supertiles_screen_06
0x8F66 @continue
0x8F66 sound_21_part_09
0x8F74 sound_21_part_0a
0x8F7E eye_projectile_sprite_attr_tbl
0x8F82 roller_routine_ptr_tbl
0x8F83 sound_23
0x8F85 sound_23_part_00
0x8F88 level_8_supertiles_screen_07
0x8F8C roller_routine_00
0x8F8F sound_23_part_01
0x8F94 roller_routine_01
0x8F97 sound_23_part_02
0x8F99 @sprite_y_check
0x8F9F sound_23_part_03
0x8FA1 @found_size
0x8FA7 sound_23_part_04
0x8FAC level_8_supertiles_screen_08
0x8FAF sound_23_part_05
0x8FB1 @continue
0x8FB7 sound_23_part_06
0x8FC2 @exit
0x8FC2 sound_24
0x8FC3 @remove_enemy
0x8FC6 roller_sprite_y_cutoff_tbl
0x8FC9 grenade_routine_ptr_tbl
0x8FCC sound_24_part_00
0x8FD5 grenade_routine_00
0x8FD9 level_8_supertiles_screen_09
0x8FE5 grenade_adv_routine
0x8FE8 grenade_routine_01
0x8FED @determine_sprite_code_loop
0x8FEF level_8_supertiles_screen_0a
0x8FF5 @sprite_code_tbl_found
0x8FFE @check_frame_number
0x90 PLAYER_STATE
0x9001 sound_25
0x9008 @set_sprite_create_arc
0x900B sound_25_part_00
0x9013 level_2_4_boss_supertiles_screen_ptr_table
0x9017 level_2_4_boss_supertiles_screen_00
0x9035 sound_25_part_01
0x903C sound_55
0x9049 grenade_sprite_tbl_y_cutoff_tbl
0x904B grenade_sprite_codes_len_tbl
0x904E grenade_sprite_codes_ptr_tbl
0x9054 grenade_sprite_codes_00
0x9055 sound_56
0x9057 level_2_4_boss_supertiles_screen_01
0x905C grenade_sprite_codes_01
0x905F sound_56_part_00
0x906C grenade_sprite_codes_02
0x907C grenade_routine_02
0x908C wall_turret_routine_ptr_tbl
0x9094 sound_57
0x9097 graphic_data_02
0x9098 sound_58
0x909C wall_turret_routine_00
0x90A4 wall_turret_initial_delay_tbl
0x90A8 wall_turret_routine_01
0x90B7 @wait_for_delay_adv_routine
0x90BE set_turret_delay_adv_routine
0x90C1 wall_turret_routine_02
0x90DC sound_59
0x90E6 sound_59_part_00
0x90E8 wall_turret_adv_routine
0x90EB wall_turret_tile_animation_tbl
0x90EE wall_turret_routine_03
0x9107 wall_turret_exit
0x9108 wall_turret_routine_04
0x9110 wall_core_routine_ptr_tbl
0x9117 sound_52
0x9124 wall_core_routine_00
0x9138 @continue
0x9156 @set_opening_delay_adv_routine
0x915B core_opening_delay
0x915F wall_core_hp_tbl
0x9163 wall_core_init_dmg_tile_anim_tbl
0x9167 wall_core_routine_01
0x916A sound_53
0x917F @update_nametable
0x9187 @wait_for_delay_adv_routine
0x9195 sound_26
0x9196 @set_delay_adv_routine
0x919D wall_core_adv_routine
0x91A0 wall_core_routine_02
0x91AB sound_27
0x91C3 sound_28
0x91C6 wall_core_enable_collision_adv_routine
0x91CC wall_core_nametable_update_tbl
0x91CF wall_core_routine_03
0x91D3 sound_29
0x91DD lvl_1_pulse_volume_00
0x91E5 lvl_1_pulse_volume_01
0x91EA lvl_1_pulse_volume_02
0x91F7 lvl_1_pulse_volume_03
0x91FA wall_core_exit_00
0x91FB wall_core_routine_04
0x92 INDOOR_TRANSITION_X_ACCUM
0x9204 lvl_1_pulse_volume_04
0x920A @continue
0x9216 lvl_1_pulse_volume_05
0x9227 @set_hp_go_routine_03
0x9229 lvl_1_pulse_volume_06
0x9230 @adv_routine
0x9233 wall_core_tile_anim_tbl
0x923B wall_core_routine_07
0x923C lvl_1_pulse_volume_07
0x924E sound_2b
0x924E wall_core_set_delay_adv_routine
0x9251 wall_core_routine_08
0x9252 alt_graphic_data_00
0x926B sound_2b_part_00
0x9279 @continue
0x9287 sound_2b_part_01
0x928C @set_delay_exit
0x9291 wall_core_exit_01
0x9292 wall_core_set_delay_10_adv_routine
0x9296 wall_core_wait_play_sound
0x92A2 wall_core_update_supertile_tbl
0x92A6 wall_core_y_pos_tbl
0x92AA wall_core_x_pos_tbl
0x92AE wall_core_routine_09
0x92B7 wall_core_remove_enemy
0x92BA indoor_soldier_routine_ptr_tbl
0x92C8 indoor_soldier_routine_00
0x92D5 indoor_soldier_routine_01
0x92FC @continue
0x930B @create_roller
0x9315 @exit
0x9316 init_sprite_from_frame
0x9328 @set_frame_sprite_and_attr
0x932B @set_sprite_and_attr
0x9340 @horizontal_flip_sprite
0x9342 @set_sprite_attr
0x9345 shared_enemy_routine_01_exit
0x9346 shared_enemy_routine_00
0x9360 shared_enemy_routine_01
0x9368 level_3_nametable_update_supertile_data
0x9370 jumping_soldier_routine_ptr_tbl
0x9380 jumping_soldier_routine_00
0x9395 @clear_red_soldier_continue
0x939D @init_enemy_adv_routine
0x93A5 jumping_soldier_routine_01
0x93B4 @set_sprite
0x93C2 @set_sprite_attr
0x93D0 @flip_spite
0x93D2 @continue
0x93E0 graphic_data_0b
0x93FE @apply_y_vel
0x94 PLAYER_JUMP_COEFFICIENT
0x9422 @exit
0x9423 jumping_soldier_y_vel_tbl
0x9428 sound_2a
0x9437 jumping_soldier_routine_04
0x9445 sound_2a_part_00
0x9457 @adv_routine
0x945A grenade_launcher_routine_ptr_tbl
0x945C sound_2a_part_01
0x9468 grenade_launcher_routine_00
0x9479 grenade_launcher_routine_01
0x94A8 @set_direction
0x94B0 @exit
0x94B1 @launch_grenade_if_appropriate
0x94C6 @launch_grenade_exit
0x94C7 grenade_launcher_apply_vel_aim
0x94D8 @grenade_launcher_running_left
0x94DC @apply_vel_and_aim
0x94E4 @cmp_player_enemy_segment
0x94FB @set_num_grenades_exit
0x9512 @set_enemy_var_1
0x9515 grenade_launcher_exit
0x9516 set_enemy_var_2_to_closest_x_player
0x9524 @set_closest_player
0x9529 grenade_launcher_routine_06
0x9531 four_soldiers_routine_ptr_tbl
0x9541 four_soldiers_routine_00
0x954C four_soldiers_routine_01
0x9562 @set_delay_adv_routine
0x956B @fire_if_appropriate
0x9575 four_soldiers_exit
0x9576 four_soldiers_delay_running_tbl
0x9582 four_soldiers_routine_02
0x959D four_soldiers_set_firing_delay
0x95A7 four_soldiers_get_delay_offset
0x95B6 four_soldiers_firing_delay_tbl
0x95C2 indoor_roller_gen_routine_ptr_tbl
0x95C7 sound_2c
0x95C8 indoor_roller_gen_routine_00
0x95CD indoor_roller_gen_routine_01
0x95D6 @continue
0x95DF sound_2c_part_00
0x95F1 @create_roller
0x95F4 @loop
0x95FE @create_roller_for_a
0x96 INDOOR_TRANSITION_X_FRACT_VEL
0x9608 sound_2c_part_01
0x9618 level_3_palette_data
0x9628 @exit
0x9629 roller_initial_x_pos_tbl
0x9630 roller_gen_init_tbl
0x9634 roller_gen_init_00
0x965F level_3_nametable_update_palette_data
0x966D roller_gen_init_01
0x967C find_close_segment
0x9681 @loop
0x968B @use_segment_0
0x968E @exit
0x9690 indoor_close_segment_tbl
0x9697 init_indoor_enemy_pos_and_vel
0x9698 level_5_supertile_data
0x96B0 @set_enemy_pos
0x96B9 indoor_soldier_x_velocity_tbl
0x96BC sound_2c_part_02
0x96C1 apply_enemy_velocity_set_bg_priority
0x96C3 sound_2c_part_03
0x96CB sound_2c_part_04
0x96DF @continue
0x96E3 @remove_enemy
0x96E6 @set_enemy_bg_priority
0x96F1 @draw_enemy_behind_bg
0x96F6 @draw_enemy_in_front_of_bg
0x96F9 @set_enemy_sprite_attr
0x96FD bank_0_unused_label_00
0x9700 create_roller
0x9703 create_roller_with_segment_a
0x9732 @exit
0x9735 roller_vel_code_tbl
0x9743 enemy_launch_grenade
0x9773 @exit
0x9775 sound_2d
0x9776 grenade_vel_code_tbl
0x977E sound_2d_part_00
0x9782 sound_2d_part_01
0x9784 create_indoor_bullet
0x97A6 sound_2d_part_02
0x97C3 @exit
0x97C6 indoor_bullet_velocity_tbl
0x97D2 alt_graphic_data_01
0x97D4 init_enemy_set_type_and_pos
0x97E5 floating_rock_routine_ptr_tbl
0x97E9 floating_rock_routine_00
0x98 PLAYER_X_VELOCITY
0x980C rock_moving_flame_init_vel_tbl
0x9814 rock_moving_flame_boundaries_tbl
0x981C floating_rock_routine_01
0x9821 update_pos_turn_around_if_needed
0x9833 @compare_left_barrier
0x9838 @turn_around
0x983B @exit
0x983C moving_flame_routine_ptr_tbl
0x9840 moving_flame_routine_01
0x9851 @continue
0x9856 sound_2d_part_03
0x9857 rock_cave_routine_ptr_tbl
0x985D rock_cave_routine_00
0x9863 rock_cave_routine_01
0x986A sound_2d_part_04
0x986B rock_cave_routine_02
0x9877 sound_2d_part_05
0x987D falling_rock_routine_ptr_tbl
0x9889 falling_rock_routine_00
0x988A sound_2d_part_06
0x988E falling_rock_routine_01
0x989A sound_2d_part_07
0x98A6 @dec_x_pos
0x98A9 @continue
0x98AD sound_2d_part_08
0x98B6 falling_rock_set_sprite_and_attr
0x98B9 sound_2d_part_09
0x98BE sound_2d_part_0a
0x98C8 falling_rock_set_sprite
0x98CA lvl_3_pulse_volume_07
0x98CD rock_exit
0x98CE falling_rock_routine_02
0x98D5 lvl_4_pulse_volume_00
0x98EA lvl_4_pulse_volume_01
0x98F1 lvl_4_pulse_volume_02
0x98F4 @continue
0x98FD lvl_4_pulse_volume_03
0x9901 @apply_gravity_update_pos
0x9904 lvl_4_pulse_volume_04
0x9909 lvl_4_pulse_volume_05
0x990E @update_pos
0x9914 falling_rock_sprite_attr_tbl
0x9915 lvl_4_pulse_volume_06
0x9918 boss_mouth_routine_ptr_tbl
0x991C lvl_4_pulse_volume_07
0x9928 lvl_5_pulse_volume_00
0x9929 sound_2e_part_00
0x992A boss_mouth_routine_00
0x993B set_anim_delay_adv_routine
0x9941 boss_mouth_routine_01
0x9954 boss_mouth_routine_02
0x9963 boss_mouth_exit
0x9964 boss_mouth_enable_collision
0x9964 sound_2e_part_01
0x9976 boss_mouth_draw_supertiles_set_delay
0x9985 sound_2e
0x9996 @set_anim_exit
0x9999 sound_2e_part_02
0x999A @set_carry_exit
0x999C boss_mouth_nametable_update_tbl
0x999C sound_2e_part_03
0x99A2 boss_mouth_routine_03
0x99B3 @projectile_loop
0x99C4 @continue
0x99CD graphic_data_09
0x99D3 sound_2e_part_04
0x99D4 @adv_routine
0x99EC mouth_projectile_type_angle
0x99EF boss_mouth_routine_04
0x99FC @exit
0x99FC graphic_data_06
0x99FD @set_mouth_delay
0x9A INDOOR_TRANSITION_Y_FRACT_VEL
0x9A05 @continue
0x9A11 boss_mouth_anim_delay_tbl
0x9A14 boss_mouth_routine_08
0x9A2A sound_2e_part_05
0x9A2D @exit
0x9A2E @set_delay_remove
0x9A33 @update_nametable_create_explosions
0x9A56 sound_2e_part_06
0x9A5C @draw_failed_exit
0x9A62 boss_mouth_y_pos_tbl
0x9A70 boss_mouth_x_pos_tbl
0x9A71 sound_2f
0x9A75 sound_2f_part_00
0x9A7E boss_mouth_destroyed_nametable_update_tbl
0x9A88 sound_2f_part_01
0x9A8B sound_2f_part_02
0x9A8C dragon_arm_orb_routine_ptr_tbl
0x9A8F sound_2f_part_03
0x9A9C dragon_arm_orb_routine_00
0x9AAA @continue
0x9AAE sound_2f_part_04
0x9AC5 dragon_arm_orb_routine_01
0x9AD5 @exit
0x9AD6 @create_child_dragon_arm_orb
0x9B0C sound_2f_part_05
0x9B0E @loop
0x9B21 @set_slot_exit
0x9B24 @init_child_dragon_arm_orb
0x9B2E sound_2f_part_06
0x9B63 dragon_arm_orb_routine_02
0x9B67 sound_30
0x9B6A sound_30_part_00
0x9B6F sound_30_part_01
0x9B72 sound_30_part_02
0x9B73 @exit
0x9B74 @set_pos_and_delay
0x9B93 sound_30_part_03
0x9BA7 @adv_routine_exit
0x9BA8 level_5_nametable_update_supertile_data
0x9BBC @set_enemy_slot_exit
0x9BBE @exit2
0x9BBF @set_pos_add_accum
0x9BCE sound_31
0x9BCF sound_31_part_00
0x9BD4 sound_31_part_01
0x9BD6 graphic_data_0e
0x9BD9 sound_31_part_02
0x9BEE dragon_arm_open_anim_tbl
0x9BF6 dragon_arm_orb_set_sprite
0x9BFA sound_31_part_03
0x9BFF @set_sprite_exit
0x9C INDOOR_TRANSITION_Y_FAST_VEL
0x9C03 dragon_arm_orb_routine_03
0x9C0C @continue
0x9C19 @set_positions_exit
0x9C1C bank_0_unused_label_01
0x9C1E dragon_arm_orb_attack_pat
0x9C40 @hand_below_shoulder
0x9C43 lvl_5_pulse_volume_03
0x9C4F @wave_in_other_direction
0x9C50 lvl_5_pulse_volume_04
0x9C59 lvl_5_pulse_volume_05
0x9C5C @set_delay_swap_dir
0x9C65 lvl_5_pulse_volume_06
0x9C6A wave_direction_up_change_tbl
0x9C6C wave_direction_down_change_tbl
0x9C6E dragon_arm_orb_pattern_timer_tbl
0x9C71 dragon_arm_orb_pat_1_2_3_or_4
0x9C71 sound_32_part_00
0x9C7F @exit
0x9C80 dragon_arm_orb_pat_2_3_or_4
0x9C91 @frame_02_arm_orb_loop
0x9C92 sound_32_part_01
0x9C9D sound_32_part_02
0x9CA4 @next_arm_orb
0x9CA4 sound_32
0x9CAA sound_32_part_03
0x9CAC @frame_02_exit
0x9CAF sound_32_part_04
0x9CB0 sound_32_part_05
0x9CBA dragon_arm_frame_02_tbl
0x9CBC dragon_arm_delay_tbl
0x9CC0 dragon_arm_orb_pat_3_or_4
0x9CC3 sound_32_part_06
0x9CCD dragon_arm_orb_03_set_delay_exit
0x9CD3 dragon_arm_orb_03_exit
0x9CD4 dragon_arm_orb_seek_player
0x9CD7 sound_32_part_07
0x9CE7 @exit
0x9CE8 dragon_arm_orb_fire_projectile
0x9CFE sound_32_part_08
0x9D03 sound_32_part_09
0x9D07 @exit
0x9D08 dragon_arm_seek_player_logic
0x9D08 sound_32_part_0a
0x9D11 @enemy_orb_loop
0x9D28 @inc_position
0x9D32 sound_33
0x9D37 sound_33_part_00
0x9D38 @check_child_orb_inc
0x9D3C sound_33_part_01
0x9D4D @inc_11_var_1_exit
0x9D4F @inc_var_1_exit
0x9D50 sound_33_part_02
0x9D55 @dec_position
0x9D65 @check_child_orb_dec
0x9D65 sound_33_part_03
0x9D68 level_5_palette_data
0x9D7A @dec_11_var_1_exit
0x9D7C @dec_var_1_exit
0x9D7F @sanitize_pos_index_exit
0x9D87 @exit
0x9D8A dragon_arm_animate
0x9D8E sound_33_part_04
0x9D90 @arm_orb_loop
0x9D94 sound_33_part_05
0x9D9A sound_34
0x9D9D sound_34_part_00
0x9DA2 sound_34_part_01
0x9DAC @check_delay_run_timer
0x9DB4 sound_34_part_02
0x9DB8 @timer_elapsed
0x9DB9 level_5_nametable_update_palette_data
0x9DC6 @negative_rotation_adjustment
0x9DC6 sound_34_part_03
0x9DCB @timer_logic
0x9DD8 level_6_tile_animation
0x9DDA @enemy_var_2_loop
0x9DE6 sound_34_part_04
0x9DE9 sound_34_part_05
0x9DEE sound_34_part_06
0x9DF3 @dec_var_2
0x9DF4 sound_34_part_07
0x9DF7 sound_34_part_08
0x9DFC sound_34_part_09
0x9DFE @inc_var_1
0x9E PLAYER_ANIM_FRAME_TIMER
0x9E06 sound_34_part_0a
0x9E0B @continue
0x9E11 @inc_timer_loop
0x9E13 sound_34_part_0b
0x9E1E level_6_supertile_data
0x9E1E sound_35
0x9E1F sound_35_part_00
0x9E24 sound_35_part_01
0x9E2A @inc_var_2
0x9E2A sound_35_part_02
0x9E35 @dec_var_1
0x9E37 sound_35_part_03
0x9E41 sound_35_part_04
0x9E42 @inc_0b_continue
0x9E46 @exit
0x9E4E dragon_arm_orb_set_positions
0x9E4E sound_35_part_05
0x9E56 @orb_pos_update_loop
0x9E57 sound_35_part_06
0x9E64 sound_35_part_07
0x9E71 lvl_5_pulse_volume_01
0x9E7D lvl_5_pulse_volume_02
0x9E84 lvl_6_pulse_volume_03
0x9E8A @exit
0x9E8D dragon_arm_orb_pos_tbl
0x9E90 lvl_6_pulse_volume_04
0x9E9C lvl_6_pulse_volume_05
0x9EA8 sound_36
0x9EAF sound_36_part_00
0x9EDD dragon_arm_orb_routine_04
0x9EE4 @destroy_arm_part_loop
0x9EE5 sound_36_part_01
0x9EF0 @set_slot_adv_routine
0x9EF2 @adv_routine
0x9EF5 boss_gemini_routine_ptr_tbl
0x9EF8 sound_36_part_02
0x9F03 boss_gemini_routine_00
0x9F0D sound_36_part_03
0x9F1F set_anim_delay_adv_enemy_routine_01
0x9F25 boss_gemini_routine_01
0x9F3C @exit
0x9F3D boss_gemini_routine_02
0x9F46 sound_37
0x9F4C sound_37_part_00
0x9F4F @set_frame
0x9F52 @set_sprite_mod_flag
0x9F54 sound_37_part_01
0x9F68 @set_sprite_offset_continue
0x9F6A sound_37_part_02
0x9F6E sound_37_part_03
0x9F6F @continue
0x9F79 sound_37_part_04
0x9F86 sound_37_part_05
0x9FA2 @wait_delay_update_pos
0x9FAF @calc_offset_set_pos
0x9FB8 sound_38
0x9FBC sound_38_part_00
0x9FC2 sound_38_part_01
0x9FC9 sound_38_part_02
0x9FCC sound_38_part_03
0x9FCF @check_combined_set_x
0x9FD3 sound_38_part_04
0x9FD8 sound_38_part_05
0x9FDA @set_delay_reverse_dir
0x9FE0 @set_x_pos
0x9FE1 sound_38_part_06
0x9FED sound_38_part_07
0x9FEE @phase_left
0x9FF1 @set_x_pos_exit
0x9FF5 boss_gemini_sprite_tbl
0x9FFB boss_gemini_attack_delay_tbl
0x9FFF boss_gemini_routine_03
0xA0 PLAYER_JUMP_STATUS
0xA003 graphic_data_10
0xA003 sound_39
0xA004 sound_39_part_00
0xA005 graphic_data_0a
0xA007 @continue
0xA009 sound_39_part_01
0xA00D sound_39_part_02
0xA01B sound_39_part_03
0xA01C @set_low_hp_flag
0xA021 @play_sound_set_routine_02
0xA025 sound_39_part_04
0xA033 sound_39_part_05
0xA035 @adv_routine
0xA038 boss_gemini_routine_04
0xA03D sound_39_part_06
0xA03F @adv_routine
0xA042 boss_gemini_routine_06
0xA049 @both_gemini_destroyed
0xA04B sound_39_part_07
0xA051 spinning_bubbles_routine_ptr_tbl
0xA056 sound_39_part_08
0xA05B spinning_bubbles_routine_00
0xA05D sound_39_part_09
0xA064 lvl_5_pulse_volume_07
0xA072 lvl_6_pulse_volume_00
0xA080 lvl_6_pulse_volume_01
0xA088 lvl_6_pulse_volume_02
0xA090 spinning_bubbles_speed_tbl
0xA092 sound_3a
0xA094 spinning_bubbles_routine_01
0xA09B sound_3a_part_00
0xA0B3 @set_frame_continue
0xA0B6 @continue
0xA0BE sound_3a_part_01
0xA0C5 sound_3a_part_02
0xA0D6 sound_3a_part_03
0xA0E6 sound_3a_part_04
0xA0EE sound_3a_part_05
0xA0FD sound_3a_part_06
0xA108 @exit
0xA109 spinning_bullet_vel_tbl
0xA114 sound_3a_part_08
0xA11C sound_3a_part_09
0xA143 sound_3a_part_0a
0xA145 spinning_bullet_spin_tbl
0xA149 blue_soldier_routine_ptr_tbl
0xA14B sound_3a_part_0b
0xA157 red_blue_soldier_routine_00
0xA15A sound_3a_part_0c
0xA162 sound_3a_part_0d
0xA17E red_blue_soldier_init_pos_tbl
0xA186 red_blue_soldier_init_vel_tbl
0xA18A blue_soldier_routine_01
0xA1A0 @continue
0xA1A7 sound_3b
0xA1B3 sound_3b_part_00
0xA1C5 red_blue_soldier_set_run_frame
0xA1D3 sound_3b_part_01
0xA1DA blue_soldier_routine_01_exit
0xA1DB red_blue_soldier_set_bg_priority
0xA1E8 @continue
0xA1E8 sound_3b_part_02
0xA1EA @set_sprite_attr
0xA1F6 blue_soldier_routine_02_exit
0xA1F7 blue_soldier_routine_02
0xA2 PLAYER_FRAME_SCROLL
0xA241 blue_soldier_jmp_x_vel_tbl
0xA245 blue_soldier_routine_03
0xA251 @continue
0xA25A red_soldier_routine_ptr_tbl
0xA266 red_soldier_routine_01
0xA27C @continue
0xA295 sound_3c
0xA2A0 @attack_if_close
0xA2A2 sound_3c_part_00
0xA2AC sound_3c_part_01
0xA2BB red_soldier_routine_02
0xA2C6 sound_3c_part_02
0xA2CF red_soldier_routine_exit
0xA2D0 red_soldier_fire_weapon
0xA2DC sound_3c_part_03
0xA2F2 sound_3c_part_04
0xA2F6 @set_routine_01
0xA2FE red_blue_soldier_gen_routine_ptr_tbl
0xA304 red_blue_soldier_gen_routine_00
0xA309 red_blue_soldier_gen_routine_01
0xA30A sound_3c_part_06
0xA312 @continue
0xA312 sound_3c_part_07
0xA31B graphic_data_19
0xA31C @read_soldier_byte
0xA31F @read_soldier_data
0xA32F sound_3d
